default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,verified,average_tweets_per_day,account_age_days,account_type
True,False,1631,3,8,False,False,0.877,2470,bot
True,False,4730,138,328,True,False,0.875,3281,human
True,False,95,1,0,True,False,0.012,2222,bot
False,False,8932,128,201,True,False,0.92,2325,human
True,False,1128,9,0,False,False,0.467,3290,bot
False,False,3435,3249,2672,False,False,1.132,3261,bot
True,False,1605,61,302,False,False,0.919,2826,human
True,False,190,209926,1147,True,False,48.531,4076,bot
True,False,407,14,0,False,False,0.021,3381,bot
False,False,2023,374036,646,True,True,8.803,3627,human
False,False,4152,132,0,False,False,3.961,3089,bot
True,False,10913,670,364,True,False,5.451,2942,human
False,False,23157,1014,547,False,False,2.901,4229,human
True,False,1143,4,0,False,False,0.512,3181,bot
False,False,1,1630,7,False,False,37.941,2270,bot
False,False,2869,190546,19235,False,False,6.881,3062,human
False,False,5289,240,1731,True,False,2.409,3336,human
False,False,21642,508,1577,False,False,1.247,4309,human
True,False,1416,73,349,False,False,0.43,1902,human
True,False,212461,1116,2983,True,False,29.98,2004,human
False,False,15677,112,88,True,False,1.338,3091,human
False,False,16400,2960004,260,True,True,7.44,3590,human
False,False,22853,10499,565,False,False,15.057,3640,human
False,False,3540,5402,368,False,False,28.113,2326,human
True,False,1680,55,154,True,False,0.498,4148,human
False,False,1470,20,0,False,False,1.044,2150,bot
False,False,4803,10586,1807,True,False,7.677,4157,human
False,False,1177,23,92,True,False,0.791,2688,human
False,False,117636,645197,357083,False,False,31.321,3291,bot
False,False,3094,28,135,False,False,0.218,3501,bot
False,False,1983,23,0,False,False,0.718,3815,bot
True,False,3991,130,144,False,False,1.254,1366,human
True,False,423,117,0,True,False,0.532,2947,human
False,False,2891,1095096,258,True,True,8.261,4059,human
False,False,3610,952229,337,True,True,1.527,3767,human
True,False,21444,252,1954,True,False,3.138,4108,human
True,False,35567,411,337,True,False,5.101,2715,human
False,False,16461,855,0,False,False,7.439,2938,bot
False,False,1955,59,0,False,False,0.735,3619,bot
True,False,129648,1034,1323,True,False,56.042,1116,human
False,False,2142,3272085,546,True,True,6.912,2485,human
True,False,15,1,23,False,False,0.132,1233,bot
True,False,418,137,145,False,False,0.55,1761,human
False,False,726,1416,288,True,False,8.252,3380,human
True,False,2955,6402,6605,False,False,13.032,2440,bot
False,False,702,259060,224,False,True,1.925,3659,human
False,False,60845,10874,6839,True,True,16.893,4187,human
False,False,2195,114,263,True,False,1.142,1862,human
False,False,549,1399,1167,True,False,2.784,3612,human
True,False,1869,12,22,False,False,1.784,1402,bot
False,False,725,7,0,True,False,0.282,3906,bot
False,False,48419,449,726,True,False,3.313,4275,human
True,False,1327,466,3104,False,False,0.919,1713,bot
False,False,1820,3011454,692,True,True,5.9,4179,human
False,False,2243,71,0,False,False,0.247,2730,bot
True,False,2038,28,0,False,False,0.787,3631,bot
False,False,363,384,964,False,False,2.682,3927,human
False,False,6336,1044783,427,True,True,13.439,4741,human
False,False,4267,104,1154,False,False,0.656,2178,bot
False,False,34959,23770,13495,True,True,2.483,4651,human
False,False,8062,1605115,695,True,True,6.458,4155,human
True,False,1460,3,58,False,False,0.597,3469,bot
False,False,130,97,0,False,False,0.174,3073,human
False,False,130083,33376,22457,False,False,15.425,3276,human
False,False,1050,94,506,True,False,0.138,3108,human
False,False,13590,195228,404,True,False,1.094,2290,human
True,False,7598,92,67,True,False,3.898,2012,human
True,False,1936,27,407,False,False,0.967,3166,bot
True,False,1899,20,0,False,False,0.836,3226,bot
True,False,59221,105,527,False,False,0.322,2669,bot
True,False,230,103,41,False,False,0.129,1609,human
False,False,2274,249,400,True,False,1.408,3856,bot
True,False,847,1844,424,False,False,0.253,2683,human
False,False,483,56,0,False,False,0.043,3606,bot
False,False,2634,160,402,False,False,0.7,2305,human
True,False,8561,187,119,True,False,3.152,1926,human
False,False,1047,55,153,True,False,0.534,3254,human
False,False,2126,851,365,True,False,92.712,3400,bot
False,False,56827,827,465,True,False,7.502,2637,human
False,False,176,1462007,960,False,True,3.663,3276,bot
False,False,52203,245,352,True,False,2.216,2791,human
False,False,2069,632,458,False,False,4.647,3038,bot
False,False,31532,518532,435173,True,True,3.876,3162,human
False,False,53664,1414,2613,False,False,6.596,3973,human
False,False,12742,389,1348,True,False,2.757,2480,human
False,False,4,31,0,True,False,0.07,3659,human
True,False,166,7,0,False,False,0.019,2947,bot
True,False,71,0,0,False,False,0.113,1445,human
True,False,138,0,0,False,False,0.202,1446,human
False,False,3775,995,510,False,False,4.425,3448,human
False,False,1636,1560,1979,True,False,1.47,3830,human
True,False,1561,18,68,False,False,0.611,3645,human
False,False,60358,18138,1931,True,True,14.697,4224,human
True,False,64,0,0,False,False,0.105,1444,human
False,False,50210,130,192,True,False,4.911,1724,human
False,False,16019,33229,461,True,True,13.147,3575,human
True,False,2191,0,39,False,False,0.764,2868,bot
True,False,47,253,513,True,False,0.598,4083,human
False,False,5389,13488,5250,True,False,5.829,3620,human
False,False,647,307,556,True,False,0.404,4135,human
False,False,1081,2420,3795,True,False,1.323,3928,human
True,False,1312,4,0,True,False,0.562,3530,bot
False,False,22029,1124,892,True,False,25.303,3758,human
True,False,43038,1112,786,True,False,4.477,2280,human
False,False,41366,598,769,False,False,7.906,4060,human
False,False,133,554,138,True,False,4.342,2851,human
False,False,45993,2676,3696,True,False,18.722,2827,human
False,False,14432,1965,896,True,False,1.009,4085,human
True,False,3188,119944,1600,False,False,6.819,2458,human
True,False,258,385,38,True,False,0.378,1592,human
False,False,12716,7189,988,False,True,0.963,3793,human
False,False,46060,353,84,True,False,10.029,2997,human
False,False,1253,788923,223,True,True,0.54,3886,human
False,False,14520,860,564,True,False,13.615,2720,human
False,False,2575,78,1839,False,False,1.51,2070,bot
True,False,4592,14798,14857,True,False,0.216,4094,human
True,False,301,8,44,False,False,0.077,974,bot
False,False,146,114,237,False,False,0.06,2966,human
True,False,1346,5,72,False,False,0.779,2592,bot
False,False,19311,804,524,True,False,6.87,2812,human
False,False,115,282,382,True,False,2.206,3750,human
False,False,38103,723,282,True,False,14.242,2670,human
False,False,1568,1013,2053,True,False,0.29,4482,human
True,False,1612,50,473,False,False,1.02,1787,human
False,False,1470,9,0,False,False,0.532,3988,bot
False,False,43,62,0,False,False,0.033,2876,human
True,False,1933,31,86,True,False,1.206,2453,human
True,False,5035,12605,145,True,False,2.817,2592,human
True,False,24168,635,301,False,False,2.375,1809,human
False,False,1998,353,147,False,False,2.989,3159,bot
False,False,2261,182571,381,True,False,6.075,3840,human
False,False,4476,2545,1929,False,False,20.629,4411,human
False,False,1005,4244146,309,False,True,0.659,2561,human
False,False,139,20957,640,False,True,29.527,3696,human
True,False,8871,78,108,False,False,0.825,2067,human
True,False,5127,261,318,True,False,7.682,2173,human
True,False,1239,116,263,False,False,1.073,2060,bot
False,False,558,4759,1974,True,True,1.855,4127,human
True,False,17328,22,0,False,False,1.953,3925,bot
True,False,36,12,40,False,False,0.013,1094,bot
False,False,1234,12,0,False,False,0.58,3035,bot
False,False,1200,352496,2741,True,True,9.171,4106,human
True,False,46,0,0,False,False,0.08,1444,human
False,False,17281,1426,962,True,False,13.352,2841,human
True,False,248,25,0,False,False,0.024,2162,bot
True,False,8277,4734,902,False,False,22.725,1608,human
True,False,289,4,0,False,False,0.18,2394,bot
True,False,614,363,1735,True,False,0.231,3880,human
True,False,3520,21,36,False,False,2.136,1750,bot
True,False,41,0,0,False,False,0.063,1444,human
False,False,3807,2120,1683,False,False,3.969,3993,human
False,False,2723,1194567,535,True,True,2.404,4093,human
True,False,512,19,0,False,False,0.415,1809,bot
True,False,16882,26351,1940,False,True,9.771,4411,human
False,False,3274,890,225,True,False,30.837,4128,bot
False,False,3883,244,633,True,False,1.63,3779,human
False,False,13011,424819,2577,True,True,21.446,4136,human
False,False,64496,19070,16489,False,False,20.023,2575,human
True,False,68766,252,205,True,False,9.986,2233,human
True,False,314,31,0,False,False,0.024,3234,bot
False,False,9853,542,1283,True,False,1.066,3759,human
False,False,373,1092,47,False,False,139.192,3645,human
False,False,11251,458,763,True,False,0.449,2658,human
True,False,39877,2360,1179,True,False,11.955,3042,human
False,False,5729,9897,1706,True,True,1.172,2696,human
False,False,1209,9,22,False,False,0.563,3129,bot
False,False,963,226,67,True,False,0.473,4338,human
False,False,1630,197,368,True,False,0.215,2540,human
False,False,655,5027,339,True,False,2.398,3814,human
False,False,565455,2843,1147,True,False,201.925,2592,human
False,False,324,18,0,True,False,0.07,3427,bot
False,False,16449,1052452,508,True,False,3.45,3718,human
True,False,3342,155,389,True,False,1.776,2549,human
False,False,360,264,1215,False,False,0.366,1297,human
True,False,2699,71283,289,True,True,0.658,3413,human
False,False,64876,154304,2240,True,True,17.263,4090,bot
True,False,18482,1424,1594,True,False,3.587,1870,human
False,False,365,546,38,True,False,95.722,2954,bot
True,False,1348,908484,0,False,True,1.388,2403,human
True,False,1019,39,139,False,False,1.321,1323,bot
True,False,55,1,0,False,False,0.124,1445,human
False,False,33,475,281,True,False,0.395,3779,bot
True,False,114,3,0,False,False,0.007,2769,bot
True,False,422,3,0,False,False,0.203,2877,bot
False,False,7565,47146,3381,False,True,13.474,3364,human
False,False,18899,10899,987,True,False,11.564,2424,human
False,False,998,55,0,False,False,0.027,3381,bot
False,False,485,138439,29242,True,False,30.975,4355,bot
False,False,1832,5658,260,True,True,1.875,3938,human
False,False,8808,2352784,1580575,False,True,0.258,4275,human
True,False,15,38,132,False,False,0.784,3823,bot
False,False,11138,1733,1530,True,False,11.038,3390,human
False,False,368,92,353,True,False,1.331,4116,human
False,False,967,1019,1293,True,False,2.528,4187,human
False,False,2309,95,255,False,False,1.171,3170,bot
False,False,8045,3193682,1521,True,True,9.326,3711,human
False,False,2970,318,0,False,False,1.424,3630,bot
False,False,18729,55,870,True,False,1.396,2123,human
False,False,2028,18,0,False,False,0.934,3163,bot
False,False,10,835633,89,False,True,0.449,3953,human
False,False,380,17,0,False,False,0.028,2966,bot
False,False,2,57,1,False,False,0.175,2516,human
False,False,4655,400571,359433,True,False,136.101,3843,human
False,False,100807,17584,360,False,True,13.996,2832,human
True,False,8917,101,218,False,False,2.286,4141,human
True,False,1332,14,35,False,False,0.922,1446,bot
True,False,87,1,0,False,False,0.152,1445,human
True,False,2979,293,545,False,False,2.402,1703,bot
False,False,38806,2369796,128,True,True,7.191,2924,human
False,False,1892,9075,2060,True,True,1.267,4078,human
True,False,2581,1372,0,False,False,1.51,3321,bot
False,False,16187,908,297,False,False,7.775,2877,human
False,False,2195,136,16,False,False,1.343,4156,human
True,False,1332,7,12,False,False,0.913,1462,bot
True,False,2520,501,1249,True,False,0.831,3869,human
True,False,22,0,0,False,False,0.152,1155,bot
True,False,82,0,0,False,False,0.11,1101,human
False,False,6420,255,140,True,False,5.315,3717,human
True,False,60352,698,324,True,False,40.613,2401,human
True,False,72150,358,417,True,False,3.629,2723,human
False,False,14,25,0,False,False,0.051,3962,human
False,False,3777,748047,1265,False,True,1.626,3322,human
False,False,49,227,1,False,False,23.967,1606,bot
True,False,28,24,73,False,False,0.003,1327,bot
True,False,1332,12,31,False,False,0.919,1446,bot
False,False,2240,21,58,False,False,2.258,1328,bot
True,False,346,1,20,False,False,0.245,1412,bot
True,False,10362,343,309,False,False,0.77,1424,human
False,False,6191,121796,389,False,True,9.748,2691,human
False,False,1540,16459,1181,False,False,6.426,4411,bot
False,False,122,137,0,True,False,0.479,4113,bot
True,False,156,0,0,False,False,0.008,3789,bot
True,False,24,0,0,False,False,0.146,1155,bot
True,True,78,0,0,False,False,0.035,3356,bot
True,False,1336,32,37,True,False,0.586,3368,bot
False,False,577,738657,34,True,True,0.96,4178,human
True,False,47,0,0,False,False,0.196,1154,bot
True,False,372,206,465,False,False,0.483,4142,human
True,False,7586,49,103,False,False,0.538,1179,human
False,False,7251,390,596,True,False,0.479,3144,human
True,False,6421,390,2722,True,False,1.032,3886,human
False,False,11,54,0,False,False,0.087,3103,bot
False,False,66001,878,930,True,False,80.161,4099,bot
True,False,4102,403,338,False,False,5.946,1384,bot
False,False,59669,24330,1166,False,True,7.976,1174,human
True,False,58,1,0,False,False,0.085,1188,human
False,False,2063,169,121,False,False,1.376,3217,human
False,False,276,3,0,False,False,0.022,2200,bot
False,False,163,24,186,True,False,0.289,3948,bot
True,False,1997,48,32,False,False,4.503,782,human
False,False,2305,11,0,False,False,1.072,3012,bot
True,False,20,0,0,False,False,0.102,1155,bot
False,False,2342,50,0,False,False,1.009,3282,bot
False,False,77,2756552,57,True,False,0.638,3467,human
True,False,873,251703,1960,False,False,3.742,3611,human
True,False,10396,4037,2099,False,False,2.682,3442,human
False,False,4070,2779841,882,False,True,1.519,3798,human
True,False,19,0,0,False,False,0.125,1155,bot
False,False,578,30677,1825,False,False,1.369,2075,bot
False,False,2910,7577,11841,True,False,1.953,3150,bot
False,False,1292,3034449,149,True,True,1.325,3912,human
False,False,2280,2069,109,False,False,4.216,1733,human
False,False,11799,252229,46145,False,False,2.878,2188,human
True,False,25,0,0,False,False,0.426,1295,bot
True,False,1424,300,601,True,False,2.522,2015,bot
False,False,4699,993,402,False,False,1.581,3972,human
True,False,16279,86,379,False,False,3.959,1397,bot
True,False,1038,6,0,False,False,0.511,2920,bot
False,False,3302,359720,366,True,True,2.812,3715,human
False,False,1767,18,0,True,False,1.127,1980,bot
True,False,3368,1583244,3032,False,False,21.025,3952,human
False,False,88217,3462,1923,False,False,9.738,4862,human
True,False,21388,96,188,True,False,6.972,1090,human
True,False,1332,10,8,False,False,0.91,1463,bot
True,False,2091,89,0,True,False,1.23,3464,human
True,False,146,1,0,False,False,0.25,1081,human
True,False,2110,74,0,False,False,1.121,2738,bot
True,False,4913,400,211,True,False,9.346,2964,bot
False,False,468,1472433,129,True,True,0.666,3240,human
False,False,42094,56,364,False,False,6.49,1126,human
True,False,1025,96,706,False,False,0.827,4018,human
True,False,292,24199,98,False,False,8.325,4219,human
False,False,52001,6187,1805,True,False,6.594,4121,human
True,False,2031,36,79,True,False,1.024,3322,bot
True,False,1953,9264,620,False,False,1.731,2051,human
False,False,1756,393,281,False,False,10.773,3284,human
False,False,1428,30,10,True,False,0.021,3329,human
False,False,56965,430,351,True,False,26.153,2290,bot
True,False,1168,779538,278,False,False,3.846,3876,human
False,False,1475,12,12,False,False,0.491,4338,bot
False,False,518,1150486,708,False,True,3.711,4057,human
True,False,13,189,70,False,False,18.792,1642,bot
False,False,73193,170651,1848,True,True,14.492,4117,human
False,False,8938,6418,1481,True,True,6.912,4459,human
False,False,2256,10,0,False,False,0.793,4275,bot
True,False,277,9,0,False,False,0.013,3133,bot
True,False,247,20,118,False,False,0.248,1535,bot
True,False,29272,760,287,True,False,9.402,1882,human
False,False,2521,164,495,False,False,1.475,3052,bot
False,False,5768,336,479,False,False,3.731,2059,bot
False,False,12906,1050,372,True,False,8.569,3705,human
False,False,320,1132988,505,False,False,3.448,4208,human
True,False,3263,353,0,False,False,2.592,1695,bot
False,False,7693,655,932,True,False,3.69,4323,human
True,False,20,0,0,False,False,0.099,1155,bot
True,False,13148,318781,316,False,False,1.272,2758,human
False,False,2935,597,618,True,False,11.342,3840,human
True,False,0,7,0,False,False,0.002,939,human
False,False,1714,23608,763,True,False,25.515,3836,human
False,False,874,83,4,False,False,1.044,3464,human
False,False,4,77,0,True,False,0.143,3662,human
True,False,4034,63,0,False,False,1.417,3154,bot
False,False,0,19572233,266,True,True,85.586,4903,bot
False,False,22,304142,556,True,False,11.477,4017,human
True,False,10,29,0,False,False,0.089,3287,human
False,False,54,867760,8,False,True,0.274,3932,human
False,False,17,7506526,94,True,True,1.824,3850,human
False,False,2934,228,0,True,False,1.464,3027,bot
True,False,46,0,0,False,False,0.195,1154,bot
True,False,273,28,180,False,False,0.025,2857,bot
False,False,2586,32,0,True,False,1.468,3158,bot
True,False,227,1,0,False,False,0.374,1171,bot
True,False,1964,87,0,True,False,0.733,3927,bot
False,False,15,48815,0,False,False,0.0,4161,human
True,False,8660,771,566,True,False,1.509,2946,human
False,False,3339,948706,1042,True,True,1.192,4147,human
True,False,58130,372,1459,False,False,4.418,1899,human
True,False,92167,688,1202,True,False,18.572,1649,human
True,False,80706,968,487,True,False,12.295,2030,human
False,False,57,1021,925,True,False,1.814,3560,human
False,False,42,38,0,True,False,0.075,3986,human
False,False,1037,10553,13052,False,False,342.718,2245,bot
True,False,973,2,9,False,False,0.387,3379,bot
False,False,5679,182,119,True,False,13.674,3769,human
False,False,10177,689,217,False,False,8.581,3204,human
False,False,4617,3495637,871,True,True,6.675,4570,human
False,False,1309,48,0,True,False,0.539,3725,human
False,False,747,370220,886,True,False,5.204,3868,human
False,False,101,10868452,219,True,True,0.105,4137,human
False,False,47809,1426575,357,True,True,7.699,3766,human
True,False,1737,15,48,False,False,1.751,1751,bot
False,False,66701,482105,31280,False,True,10.529,4338,human
False,False,25831,4395,1952,True,True,15.354,4530,human
True,False,55,14,9,False,False,0.543,1281,bot
True,False,46861,447,274,False,False,6.825,2847,bot
True,False,5493,121006,1789,False,True,5.862,3351,human
False,False,576,138,0,True,False,0.647,1575,human
False,False,6,20,0,False,False,0.1,3953,human
True,True,0,2,0,False,False,0.261,1853,bot
True,False,28747,1000,846,True,False,10.622,1948,human
False,False,2273,401,306,True,False,2.425,3246,human
True,False,2107,27,164,False,False,0.906,3267,bot
False,False,1482,310,195,True,False,0.257,4179,human
False,False,522,358,0,False,False,0.202,4171,bot
True,False,3,3,2,False,False,0.023,726,human
False,False,0,9,0,False,False,24.418,1028,bot
True,False,48,1,0,False,False,0.218,1155,bot
True,False,62,0,0,False,False,0.101,1103,human
True,False,14757,2187,2085,True,False,2.889,3320,human
False,False,8152,52332,688,True,True,1.26,2766,human
False,False,1853,548584,484,True,True,23.687,3280,human
True,False,211,13,190,False,False,0.016,2233,bot
True,False,1982,17,16,False,False,0.847,3331,bot
False,False,20777,504684,3319,False,True,10.447,4099,human
False,False,1842,1434,179,False,False,2.33,936,human
False,False,107318,5312889,3658,False,True,6.789,3733,human
False,False,265366,653,2441,True,False,8.052,3905,human
False,False,24106,637,1047,True,False,17.887,3384,bot
False,False,3696,146,237,False,False,2.051,4163,human
False,False,1846,1714340,174,False,True,50.151,3911,bot
True,False,1239,2,0,False,False,0.764,1622,bot
False,False,61,2995,5623,False,False,0.066,3702,bot
True,True,18,22,57,False,False,5.142,783,bot
False,False,2783,193,106,True,False,1.802,3535,bot
False,False,11072,5167,1300,False,True,5.215,4001,human
True,False,63,18,38,False,False,0.953,786,human
True,True,0,2,0,False,False,0.365,1764,bot
False,False,11576,401,206,True,False,8.972,3316,human
True,False,144,1,0,False,False,0.229,1118,human
False,False,41,47130,188,True,False,4.834,3683,human
False,False,1246,96647,563,False,True,2.304,4297,human
True,False,74,1,0,False,False,0.45,1155,bot
False,False,1906,32,11,True,False,1.144,3148,human
True,False,22329,626,565,True,False,20.825,2114,human
False,False,385,134,223,False,False,1.022,2043,human
False,False,7685,478,607,True,False,0.777,3896,human
False,False,0,2403522,0,False,True,0.319,3637,human
True,False,62,0,0,False,False,0.093,1444,human
True,False,3,44260,5571,False,False,1080.594,2134,bot
False,False,549,2443253,127,True,True,1.899,3501,human
False,False,6454,158620,281,True,False,5.618,3848,human
True,False,38,693,466,False,False,82.911,1749,bot
False,False,1275,388,655,False,False,0.996,4501,human
True,False,651,1078876,42,False,False,41.594,4127,bot
False,False,2254,251,642,False,False,2.772,3274,bot
True,False,51,2,0,False,False,0.088,1445,human
False,False,278,324551,856,False,False,0.75,4111,human
False,False,1704,779,0,True,False,14.409,3458,bot
True,False,180,1,0,False,False,0.263,1446,human
False,True,1,0,0,False,False,0.081,2955,human
False,False,5582,61,331,True,False,2.785,3913,human
True,False,200,140,0,False,False,0.084,2998,human
False,False,974,2077105,85,False,True,20.31,4326,bot
False,True,317,0,348,False,False,0.011,1016,bot
False,False,9762,3345,2580,True,False,7.222,2821,human
False,False,1596,101,521,False,False,0.739,3799,human
False,False,1618,20,4,False,False,0.575,2961,bot
True,False,1715,2790,3517,True,True,8.317,2951,human
True,False,25,8,36,False,False,0.038,1399,human
False,False,40216,2940,2197,True,True,10.585,4175,human
True,False,2331,212,403,False,False,0.178,2163,human
False,False,2937,8414,1844,False,False,2.811,2280,human
True,False,984,1,0,False,False,0.062,2447,bot
True,False,3115,150299,484,False,True,1.95,4372,human
True,False,1,30547,11380,False,False,34.192,2748,bot
True,False,1861,12,6,False,False,0.837,3667,human
False,False,3915,499,468,True,False,4.241,2688,human
False,False,562,910,432,True,False,5.76,4149,human
False,False,5601,1363592,616,False,True,11.67,3491,human
False,False,1326,7419,276,True,False,0.582,4101,human
True,False,297,69,339,True,False,0.55,4165,human
False,False,5156,97873,63892,True,False,7.621,4590,human
True,False,18,23,0,True,False,0.044,3667,human
False,False,3854,208533,345,False,True,1.446,3920,human
False,False,17654,9947,2206,False,False,48.382,3003,human
True,True,2,31,0,False,False,0.089,3430,human
False,False,24691,18130,714,True,True,6.84,2624,human
False,False,32,9743320,988,False,True,2.272,3345,human
True,False,142427,13440,4791,True,False,20.243,1044,human
False,False,2,94,2,False,False,2.833,1052,bot
False,False,48,175,3,False,False,5.807,1588,bot
False,False,1897,57,338,False,False,0.372,3835,human
False,False,2764,954121,2238,True,True,6.215,3896,human
False,False,13,23,0,False,False,0.032,2907,human
True,False,22081,793529,990,True,True,2.67,1926,human
False,False,2,48,0,False,False,0.079,3979,human
False,False,6020,646,399,True,False,6.525,3244,human
True,False,10486,322,1477,True,False,2.147,2512,human
True,False,2520,16,0,False,False,1.23,2699,bot
False,False,72174,1076,440,True,False,7.595,3147,human
False,False,31,2017392,165,False,True,0.206,4121,human
True,False,2253,1258,1820,True,False,5.065,3878,bot
False,False,229,2866,199,False,False,1.421,3369,human
True,False,52,12,17,False,False,0.206,1143,human
False,False,5440,2007,857,True,True,2.319,3391,human
True,False,1942,40,165,True,False,0.854,3388,bot
False,False,4326,8360,7348,False,True,8.709,4284,human
False,False,109590,507,470,True,False,6.479,3446,human
True,False,1233,85,72,False,False,0.556,3411,human
False,False,1092,2534841,265,True,True,1.455,3634,human
False,False,3923,6961,644,False,True,10.421,4178,human
True,False,770,52,0,False,False,0.143,2938,human
True,False,9651,1606246,1001,True,True,6.29,2584,human
False,False,9674,10907,5125,True,True,7.91,4160,human
False,False,44051,6842,5189,True,False,18.294,2084,human
False,False,102989,350830,3083,True,True,23.468,4907,human
True,False,8457,63,752,True,False,1.14,1360,human
False,False,0,2810600,101,False,True,0.389,3628,human
False,False,7151,322,347,False,False,0.906,2597,human
True,False,241,10,0,False,False,0.014,3950,bot
True,False,195,8,0,False,False,0.013,3724,bot
False,False,644,5237906,133,False,True,3.989,3905,human
True,False,25301,641,60,True,False,4.986,2869,human
True,False,1251,10,0,False,False,0.563,3285,bot
False,False,2391,157,435,True,False,1.551,3971,bot
True,False,93,0,0,False,False,0.105,1096,human
True,True,0,103,823,False,False,1.503,2856,bot
False,False,1159,95,364,False,False,0.782,3744,human
False,False,24339,109,584,True,False,4.894,2566,human
False,False,2,883,1211,False,False,36.751,2104,bot
False,False,39197,17948,1658,True,False,7.438,1926,human
True,False,88,10,0,False,False,0.004,4072,bot
False,False,0,14,0,False,False,2.618,1781,bot
False,False,580,6747,2118,False,False,2.851,4284,bot
False,False,6166,64161,657,True,True,5.701,4181,human
False,False,0,922,1697,False,False,23.189,3354,bot
False,False,1304,42,268,True,False,0.486,3523,bot
True,False,56270,4017,4006,True,False,15.853,4102,human
False,False,3648,1563923,247,True,True,4.674,4134,human
False,False,1063,813,2104,False,False,1.126,3781,human
True,False,4275,33442,720,True,False,0.997,2994,human
False,False,3922,93,187,True,False,0.792,3730,human
True,False,1371,17,0,False,False,0.656,3747,human
False,False,3961,105997,42187,False,True,4.754,4164,human
True,False,501,570,330,True,False,0.313,2399,human
False,False,9774,277,188,False,False,1.994,1337,human
False,False,22668,3490,561,True,False,29.094,1279,human
True,False,795,28,4,False,False,77.195,1417,bot
True,True,0,2,1,False,False,28.356,1474,bot
True,False,533,342,483,True,False,0.424,1256,human
False,False,5390,3135,1367,True,True,1.359,3843,human
True,False,22,1597106,35,True,True,0.35,1475,human
True,False,2643,44,0,False,False,2.302,1450,bot
False,False,1558,513,399,False,False,0.454,3089,human
True,False,32702,2955,392,False,False,10.033,1279,human
False,False,20898,500,199,True,False,10.539,2764,human
False,False,17642,224,137,True,False,10.104,3257,human
False,False,2542,187,563,True,False,1.093,3675,bot
False,False,56,2023672,697,False,True,5.03,3944,human
False,False,2359,116,638,False,False,1.515,3122,bot
False,False,17,73,131,False,False,1.979,1954,human
False,False,5045,898756,458,True,True,0.623,3474,human
True,False,2055,9,0,False,False,0.736,3994,bot
False,False,2082,1610,793,True,True,2.086,3493,human
False,False,1929,215,257,True,False,3.299,3757,human
False,False,169,154633,0,False,True,44.509,4275,bot
False,False,62916,2482,2158,False,False,24.062,4084,human
True,False,152,5,100,False,False,0.01,2337,bot
True,False,6,2,0,True,False,0.029,3295,human
False,False,1061,962,70,True,False,13.502,3298,human
True,False,873,20,28,False,False,0.323,4029,bot
True,False,107,2,43,False,False,0.007,1710,bot
True,False,1248,15,188,True,False,1.071,1666,bot
False,False,960,113,0,True,False,0.587,2257,human
True,False,76299,421,355,True,False,1.458,1801,human
False,False,2530,69,42,True,False,2.005,4627,bot
False,False,3742,193,273,False,False,0.441,3165,human
True,False,2635,46767,144,True,True,1.731,841,human
True,False,12684,349,349,True,False,2.138,1602,human
False,False,29203,401872,2831,False,True,18.781,3987,human
False,False,395,4593702,7,True,True,3.545,4138,human
False,False,3051,55796,761,True,True,1.484,4138,human
False,False,15177,18676,109,False,False,1.573,3023,human
False,False,39267,2174,828,True,False,22.244,2188,human
False,False,729,1163276,319,False,True,2.379,4082,human
False,False,5,38,360,True,False,0.056,4157,human
False,False,5312,1809,1996,True,False,0.825,4091,human
True,False,3263,1542503,638,True,True,0.502,1760,human
True,False,4613,298,219,True,False,2.767,2386,human
False,False,118706,9045,9032,True,False,53.175,4372,human
False,False,34322,15483,3609,False,True,33.477,4010,human
True,False,7862,1573,1507,True,False,13.515,1346,human
True,False,1332,6,11,False,False,0.911,1462,bot
False,False,1,3215289,150,False,True,0.568,3679,human
True,False,1241,0,0,False,False,0.833,1489,bot
True,False,1936,640,729,False,False,2.941,3774,human
False,False,2349,114,469,False,False,1.217,3594,human
False,False,11,748,24,False,False,3.969,1281,bot
True,False,62,0,0,False,False,0.096,1444,human
True,False,700,146,610,False,False,0.269,3734,bot
False,False,15629,3148,515,True,False,8.055,4411,human
True,False,36,0,8,False,False,0.033,1254,human
True,False,201,8,79,False,False,0.022,3406,bot
False,False,1209,16,0,False,False,0.604,2951,bot
True,False,1331,14,14,False,False,0.911,1463,bot
True,False,7975,377,295,True,False,2.073,2397,human
True,False,381,3,0,False,False,0.5,1435,human
False,False,936,5227,302,True,True,3.336,4002,human
True,False,6,432,1,False,False,5.91,1617,bot
False,False,1769,1435,340,True,False,22.182,1997,human
False,False,130,173691,109,False,True,10.632,4211,human
False,False,0,374,56,True,False,4.359,3747,bot
True,False,7848,11725,1925,False,False,41.056,2158,human
True,False,1131,3,20,False,False,0.612,2649,bot
False,False,2235,13,0,False,False,0.756,3963,bot
False,False,3013,55,92,True,False,3.94,3946,bot
False,False,5378,178782,1155,False,True,3.73,4164,human
False,False,5830,6208,3448,False,True,1.488,4393,human
False,False,78,824,1385,False,False,5.576,3344,bot
True,False,4434,14,113,False,False,0.17,880,human
False,False,94603,962,1468,True,False,49.658,4880,bot
False,False,4423,5442,1036,True,True,3.983,4411,human
False,False,4900,6607,509,True,True,1.58,3427,human
False,False,105,111,205,False,False,0.134,3439,bot
False,False,90521,8993,1103,True,True,9.62,4275,human
